Nm_na_NmGenW	Aifreann na marbh	Aifreann,na,marbh
Nm_na_Nf	focal na huaire	focal,na,uair
Nm_Nm	focal rabhaidh	focal,rabhadh
Nm_Nf	focal ócáide	focal,ócáid
Nf_Nm	foiche Dé	foiche,dia
Nm_A	foitheach mór	foitheach,mór
Nm_Nf	folach leapa	folach,leaba
Nm_A	folcadh sobalach	folcadh,sobalach
Nf_VNIGenL	foraois bháistí	foraois,báisteach
Nm_Nm	foras feasa	foras,fios
Nf_Nm	freanga cinn	freanga,ceann
Nm_Nm	freastalaí beáir	freastalaí,beár
Nm_Nm	friothálaí Aifrinn	friothálaí,Aifreann
Nm_Nm	fráma comhairimh	fráma,comhaireamh
Nf_A	fréamh chearnach	fréamh,cearnach
Nf_A	fréamh chiúbach	fréamh,ciúbach
Nm_A	fuath gorm	fuath,gorm
Nm_NfGenS	fuathaitheoir ban	fuathaitheoir,bean
Nf_AB	fuil mhíosta	fuil,míosta
Nf_NfL	fuil shróine	fuil,srón
Nm_Nf	fuineadh gréine	fuineadh,grian
Nf_NfL	fuiseog mhóna	fuiseog,móin
Nm_Nm	fuist aonair	fuist,aonar
Nm_Pr_NmComL	fág ar lár	fág,ar,lár
Nm_A	fág torrach	fág,torrach
Nf_Pr_NmComL	fágáil ar lár	fágáil,ar,lár
Nf_Pr_NfComL	fáil ar ais	fáil,ar,ais
Nm_Nm	fáinne arbhair	fáinne,arbhar
Nm_VA	fáinne coimeádta	fáinne,coimeádta
Nm_Nm	fáinne gealltanais	fáinne,gealltanas
Nm_A	fáinne lochtach	fáinne,lochtach
Nm_Nf	fáinne muice	fáinne,muc
Nm_Nm	fáinne oinniúin	fáinne,oinniún
Nm_VA	fáinne pósta	fáinne,pósta
Nm_VNTIGen	fáisceán cóipeála	fáisceán,cóipeáil
Nm_A	fáiscín docht	fáiscín,docht
Nm_Nm	fáiscín páipéir	fáiscín,páipéar
Nm_Nf	fál díge	fál,díog
Nm_A	fás borb	fás,borb
Nm_Nf	fásach coille	fásach,coill
Nm_Nm	fásach féir	fásach,féar
Nf_A	féachaint dhrúisiúil	féachaint,drúisiúil
Nm_Nf	féar aille	féar,aill
Nm_Nm	féar capaill	féar,capall
Nm_Nm	féar gaoil	féar,gaol
Nm_A	féar gortach	féar,gortach
Nm_A	féar tirim	féar,tirim
Nf_A	féasóg íochtarach	féasóg,íochtarach
Nf_A	féith mheánach	féith,meánach
Nm_A	fíogach gobach	fíogach,gobach
Nm_A	fíon Maidéarach	fíon,Maidéarach
Nm_Nf	fíon burgúine	fíon,burgúin
Nm_A	fíon bándearg	fíon,bándearg
Nm_A	fíon saor	fíon,saor
Nf_A	fíor ornáideach	fíor,ornáideach
Nm_A	fód glas	fód,glas
Nm_Nm	fógra báis	fógra,bás
Nm_Nm	fógra deiridh	fógra,deireadh
Nm_Nf	fógra fostaíochta	fógra,fostaíocht
Nm_Nf	fógra tóra	fógra,tóir
Nm_Nm	fón siúil	fón,siúl
Nm_AB	fón soghluaiste	fón,soghluaiste
Nm_Nm	gabha copair	gabha,copar
Nm_A	gabha dubh	gabha,dubh
Nm_A	gabha geal	gabha,geal
Nm_VNTGen	gabhailín ceoil	gabhailín,ceol
Nm_A	gabhal folamh	gabhal,folamh
Nm_VA	gabhal fulaingthe	gabhal,fulaingthe
Nm_Nm	gabhal éadain	gabhal,éadan
Nm_VA	gabhar tiomanta	gabhar,tiomanta
Nm_Nm	gabhdán bruscair	gabhdán,bruscar
Nf_Nf	gabháil gine	gabháil,gin
Nm_VNTI	gadhar faire	gadhar,faire
Nm_A	gadhar gairid	gadhar,gairid
Nm_A	gadhar gearr	gadhar,gearr
Nm_Nm	gaibhniú aonair	gaibhniú,aonar
Nm_Nf	gaige cathrach	gaige,cathair
Nm_Nf	gailearaí ealaíne	gailearaí,ealaín
Nm_AB	gaineamh beo	gaineamh,beo
Nm_VNTIGen	gaineamh súraic	gaineamh,súrac
Nm_A	gairbhín creagach	gairbhín,creagach
Nm_VNIGen	gaireas cúléisteachta	gaireas,cúléisteacht
Nm_Nm	gaiscíoch teallaigh	gaiscíoch,teallach
Nm_A	galar breac	galar,breac
Nm_AB	galar buí	galar,buí
Nm_Nm	galar béil	galar,béal
Nm_A	galar cam	galar,cam
Nm_A	galar carrach	galar,carrach
Nm_A	galar craosach	galar,craosach
Nm_A	galar creathach	galar,creathach
Nm_A	galar dubhach	galar,dubhach
Nm_AB	galar gasta	galar,gasta
Nm_Nf	galar mósáice	galar,mósáic
Nm_na_Nf	galar na ceirte	galar,na,ceirt
Nm_A	galar scrathach	galar,scrathach
Nm_AB	galar talmhaí	galar,talmhaí
Nm_A	galar titimeach	galar,titimeach
Nm_A	gallán milis	gallán,milis
Nm_A	gallán mór	gallán,mór
Nf_NfL	gallúnach photaise	gallúnach,potais
Nm_Nm	gamhain geimhridh	gamhain,geimhreadh
Nm_Nm	gamhain samhraidh	gamhain,samhradh
Adv:Pr_Nm	gan agús	gan,agús
Adv:Pr_Nm	gan ainm	gan,ainm
Adv:Pr_Nf	gan aird	gan,aird
Adv:Pr_Nm	gan aitheantas	gan,aitheantas
Adv:Pr_Nf	gan aithne	gan,aithne
Adv:Pr_Nm	gan amhras	gan,amhras
Adv:Pr_Nm	gan anam	gan,anam
Adv:Pr_Nm	gan anlann	gan,anlann
Adv:Pr_Nm	gan arm	gan,arm
Adv:Pr_Nf	gan athbhrí	gan,athbhrí
Adv:Pr_NmL	gan bhac	gan,bac
Adv:Pr_NfL	gan bhail	gan,bail
Adv:Pr_NfL	gan bheocht	gan,beocht
Adv:Pr_NmL	gan bhlas	gan,blas
Adv:Pr_NmL	gan bholadh	gan,boladh
Adv:Pr_NfL	gan bhréag	gan,bréag
Adv:Pr_NfL	gan bhrí	gan,brí
Adv:Pr_NmL	gan bhun	gan,bun
Adv:Pr_NmL	gan bhunús	gan,bunús
Adv:Pr_NmL	gan bhuíochas	gan,buíochas
Adv:Pr_NfL	gan bhéim	gan,béim
Adv:Pr_NfL	gan chabhair	gan,cabhair
Adv:Pr_NfL	gan chaiféin	gan,caiféin
Adv:Pr_NmL	gan cham	gan,cam
Adv:Pr_NfL	gan chealg	gan,cealg
Adv:Pr_NfL	gan chiall	gan,ciall
Adv:Pr_NfL	gan chithréim	gan,cithréim
Adv:Pr_NfL	gan chlann	gan,clann
Adv:Pr_NfL	gan chnámh	gan,cnámh
Adv:Pr_NfL	gan choinne	gan,coinne
Adv:Pr_NmL	gan choinníoll	gan,coinníoll
Adv:Pr_NfL	gan choir	gan,coir
Adv:Pr_NmL	gan chor	gan,cor
Adv:Pr_NmL	gan chosc	gan,cosc
Adv:Pr_NmL	gan chraiceann	gan,craiceann
Adv:Pr_NmL	gan chroí	gan,croí
Adv:Pr_NfL	gan chríoch	gan,críoch
Adv:Pr_NfL	gan chríonnacht	gan,críonnacht
Adv:Pr_NfL	gan chuimse	gan,cuimse
Adv:Pr_NfL	gan chuma	gan,cuma
Adv:Pr_NmL	gan chumas	gan,cumas
Adv:Pr_NmL	gan chuntar	gan,cuntar
Adv:Pr_NfL	gan cháilíocht	gan,cáilíocht
Adv:Pr_NfL	gan cháim	gan,cáim
Adv:Pr_NfL	gan chúis	gan,cúis
Adv:Pr_Nm	gan dabht	gan,dabht
Adv:Pr_Nm	gan dath	gan,dath
Adv:Pr_Nm	gan deireadh	gan,deireadh
Adv:Pr_Nm	gan dochar	gan,dochar
Adv:Pr_Nm	gan dochma	gan,dochma
Adv:Pr_Nm	gan dua	gan,dua
Adv:Pr_Nm	gan dáta	gan,dáta
Adv:Pr_Nf	gan dídean	gan,dídean
Adv:Pr_Nf	gan dínit	gan,dínit
Adv:Pr_Nf	gan díobháil	gan,díobháil
Adv:Pr_Nm	gan dóchas	gan,dóchas
Adv:Pr_Nm	gan eagar	gan,eagar
Adv:Pr_Nf	gan earráid	gan,earráid
Adv:Pr_Nm	gan fasach	gan,fasach
Adv:Pr_Nm	gan fasc	gan,fasc
Adv:Pr_Nf	gan feidhm	gan,feidhm
Adv:Pr_NmL	gan fhios	gan,fios
Adv:Pr_Nf	gan foireann	gan,foireann
Adv:Pr_Nm	gan folach	gan,folach
Adv:Pr_Nm	gan forás	gan,forás
Adv:Pr_Nm	gan freasúra	gan,freasúra
Adv:Pr_Nm	gan fáscadh	gan,fáscadh
Adv:Pr_Nm	gan fáth	gan,fáth
Adv:Pr_NmL	gan ghléas	gan,gléas
Adv:Pr_NmL	gan ghlór	gan,glór
Adv:Pr_NmL	gan ghrinneas	gan,grinneas
Adv:Pr_NmL	gan ghustal	gan,gustal
Adv:Pr_NfL	gan ghó	gan,gó
Adv:Pr_Nm	gan iomrall	gan,iomrall
Adv:Pr_Nm	gan iomrá	gan,iomrá
Adv:Pr_Nm	gan ionad	gan,ionad
Adv:Pr_Nf	gan iontaoibh	gan,iontaoibh
Adv:Pr_Nm	gan locht	gan,locht
Adv:Pr_Nf	gan luaidhe	gan,luaidhe
Adv:Pr_Nm	gan léann	gan,léann
Adv:Pr_NfL	gan mhacasamhail	gan,macasamhail
Adv:Pr_NfL	gan mhairg	gan,mairg
Adv:Pr_NfL	gan mhaith	gan,maith
Adv:Pr_NfL	gan mhaoirseacht	gan,maoirseacht
Adv:Pr_NfL	gan mheabhair	gan,meabhair
Adv:Pr_NmL	gan mheáchan	gan,meáchan
Adv:Pr_NmL	gan mhisneach	gan,misneach
Adv:Pr_NfL	gan mhoill	gan,moill
Adv:Pr_NfL	gan mháchail	gan,máchail
Adv:Pr_Nf	gan náire	gan,náire
Adv:Pr_Nm	gan néal	gan,néal
Adv:Pr_Nm	gan oideachas	gan,oideachas
Adv:Pr_Nf	gan onóir	gan,onóir
Adv:Pr_NfL	gan phian	gan,pian
Adv:Pr_NfL	gan phingin	gan,pingin
Adv:Pr_NmL	gan phost	gan,post
Adv:Pr_NmL	gan phrionsabal	gan,prionsabal
Adv:Pr_NmL	gan phá	gan,pá
Adv:Pr_Nm	gan rath	gan,rath
Adv:Pr_Nf	gan riail	gan,riail
Adv:Pr_Nf	gan réalta	gan,réalta
Adv:Pr_Nm	gan réamhshampla	gan,réamhshampla
Adv:Pr_Nm	gan sagart	gan,sagart
Adv:Pr_Nm	gan sainmhíniú	gan,sainmhíniú
Adv:Pr_Nf	gan samhlaíocht	gan,samhlaíocht
Adv:Pr_Nm	gan sampla	gan,sampla
Adv:Pr_Nm	gan saothar	gan,saothar
Adv:Pr_Nm	gan scamall	gan,scamall
Adv:Pr_Nf	gan scléip	gan,scléip
Adv:Pr_Nf	gan scoil	gan,scoil
Adv:Pr_Nm	gan scrupall	gan,scrupall
Adv:Pr_Nm	gan slacht	gan,slacht
Adv:Pr_Nm	gan smacht	gan,smacht
Adv:Pr_Nm	gan smál	gan,smál
Adv:Pr_Nm	gan snas	gan,snas
Adv:Pr_Nf	gan snáithe	gan,snáithe
Adv:Pr_Nm	gan sos	gan,sos
Adv:Pr_Nm	gan spionnadh	gan,spionnadh
Adv:Pr_Nm	gan spriolladh	gan,spriolladh
Adv:Pr_Nf	gan spéis	gan,spéis
Adv:Pr_Nf	gan sreang	gan,sreang
Adv:Pr_Nm	gan stró	gan,stró
Adv:Pr_Nf	gan substaint	gan,substaint
Adv:Pr_Nf	gan suim	gan,suim
Adv:Pr_Nm	gan taca	gan,taca
Adv:Pr_Nf	gan tairbhe	gan,tairbhe
Adv:Pr_Nm	gan tathag	gan,tathag
Adv:Pr_Nm	gan teimheal	gan,teimheal
Adv:Pr_Nf	gan teorainn	gan,teorainn
Adv:Pr_Nm	gan toradh	gan,toradh
Adv:Pr_Nm	gan torann	gan,torann
Adv:Pr_Nm	gan treallús	gan,treallús
Adv:Pr_Nm	gan troscán	gan,troscán
Adv:Pr_Nf	gan trua	gan,trua
Adv:Pr_Nf	gan trócaire	gan,trócaire
Adv:Pr_Nm	gan tuarastal	gan,tuarastal
Adv:Pr_Nf	gan tábhacht	gan,tábhacht
Adv:Pr_Nm	gan téagar	gan,téagar
Adv:Pr_Nf	gan tóin	gan,tóin
Adv:Pr_Nf	gan urchóid	gan,urchóid
Adv:Pr_Nf	gan vearnais	gan,vearnais
Adv:Pr_Nm	gan ábhar	gan,ábhar
Adv:Pr_Nf	gan éalang	gan,éalang
Adv:Pr_Nf	gan éifeacht	gan,éifeacht
Adv:Pr_Nm	gan údar	gan,údar
Adv:Pr_Nm	gan údarás	gan,údarás
Nm_A	gaol gairid	gaol,gairid
Nf_NfL	gaoth ghréine	gaoth,grian
Nf_A	gaoth mhór	gaoth,mór
Nm_VA	garda cosanta	garda,cosanta
Nm_VNTGen	garda tarrthála	garda,tarrtháil
Nf_AB	garra bhuí	garra,buí
Nm_Nf	gasúr scoile	gasúr,scoil
Nf_A	gealach dheirceach	gealach,deirceach
Nf_A	gealach lán	gealach,lán
Nf_A	gealach úr	gealach,úr
Nm_A	gealbhan glas	gealbhan,glas
Nm_A	gealbhan gleoránach	gealbhan,gleoránach
Nm_Nm	gealbhan lín	gealbhan,líon
Nm_na_Nf	gealtachas na seanaoise	gealtachas,na,seanaois
Nm_na_Nf	gealán na súile	gealán,na,súil
Nf_NfL	gealóg ghiolcaí	gealóg,giolcach
Nm_A	gearradh Caesarach	gearradh,Caesarach
Nm_Nm	gearrcach colúir	gearrcach,colúr
Nm_Nm	gearrán iarainn	gearrán,iarann
Nm_VA	geata crochta	geata,crochta
Nm_VA	giar cúlaithe	giar,cúlaithe
Nm_Nm	giolla capaill	giolla,capall
Nm_Nm	giolla cloig	giolla,clog
Nm_na_Nf	giolla na cuaiche	giolla,na,cuach
Nm_na_Nf	giolla na leisce	giolla,na,leisce
Nm_Nm	giolla ospidéil	giolla,ospidéal
Nm_AB	giolla rua	giolla,rua
Nm_VA	giolla rósta	giolla,rósta
Nm_Nm	giolla teileafóin	giolla,teileafón
Nf_AB	giúis ghallda	giúis,gallda
Nf_Pr_NfComL	glac ar ais	glac,ar,ais
Nm_A	glae glas	glae,glas
Nm_A	glanadh eitneach	glanadh,eitneach
Nf_Nm	glao gutháin	glao,guthán
Nf_Nf	glas olóige	glas,ológ
Nf_NfL	glasair choille	glasair,coill
Nm_A	glasra pischineálach	glasra,pischineálach
Nm_Nf	glasán darach	glasán,dair
Nm_Nm	glasán lín	glasán,líon
Nm_A	gleoisín cúldearg	gleoisín,cúldearg
Nf_NfL	gloine choise	gloine,cos
Nf_AB	gloine dhaite	gloine,daite
Nf_Nm	gloine formhéadúcháin	gloine,formhéadúchán
Nf_Nm	gloine fíona	gloine,fíon
Nf_A	gloine shnáithíneach	gloine,snáithíneach
Nf_Pr_NfComL	gluais ar thalamh	gluais,ar,talamh
Nm_Nm	gluaisteán rása	gluaisteán,rás
Nm_AB	gléas beo	gléas,beo
Nm_VNTGen	gléas ceoil	gléas,ceol
Nm_VA	gléas cuardaithe	gléas,cuardaithe
Nm_Nf	gléas frithghiniúna	gléas,frithghiniúint
Nm_Nf	gléas glacadóireachta	gléas,glacadóireacht
Nm_VNTIGen	gléas stampála	gléas,stampáil
Nm_AB	gléas tomhaiste	gléas,tomhaiste
Nm_VNTIGen	gléas troda	gléas,troid
Nm_Nm	gléasra traiseolta	gléasra,traiseoladh
Nm_Nm	glór bonnáin	glór,bonnán
Nf_NfL	glóthach ghruaige	glóthach,gruaig
Nm_Nm	gnéas béil	gnéas,béal
Nm_VA	gnéas sábháilte	gnéas,sábháilte
Nm_Nf	gnéas tóna	gnéas,tóin
Nm_Nm	gníomh dóláis	gníomh,dólás
Nm_A	gníomh mínáireach	gníomh,mínáireach
Nm_A	gníomh uafásach	gníomh,uafásach
Nm_Nm	gníomhaire eastáit	gníomhaire,eastát
Nf_Nf	gníomhaireacht fostaíochta	gníomhaireacht,fostaíocht
Nf_VNTI	gníomhaireacht taistil	gníomhaireacht,taistil
Nm_A	gnó cam	gnó,cam
Adv:Pr_Nm	go cothrom	go,cothrom
Adv:Pr_Nm	go fíbín	go,fíbín
Adv:Pr_Nm	go smior	go,smior
Adv:Pr_Nf	go talamh	go,talamh
Nm_Pr_NmComL	gob ar ghob	gob,ar,gob
Nm_A	gobach mór	gobach,mór
Nm_VNTIGen	gobán súraic	gobán,súrac
Nf_NfL	goin ghréine	goin,grian
Nf_Nm	goin teasa	goin,teas
Nm_A	goirín dubh	goirín,dubh
Nm_Nm	gorm cóbailt	gorm,cóbalt
Nm_A	gorm prúiseach	gorm,prúiseach
Nm_Nf	gorm turcaide	gorm,turcaid
Nm_Nf	gort ríse	gort,rís
Nm_VA	gotha cosanta	gotha,cosanta
Nm_Nf	grabhar móna	grabhar,móin
Nm_VA	gradam réalta	gradam,réalta
Nf_A	gramaisc bhán	gramaisc,bán
Nf_NfGenS	graí ban	graí,bean
Nm_VNIGen	greadadh báistí	greadadh,báisteach
Nm_Nf	greim coise	greim,cos
Nm_Nf	greim dreancaide	greim,dreancaid
Nm_Nf	greim nathrach	greim,nathair
Nm_VNTIGen	greim reatha	greim,rith
Nm_Nf	greim scornaí	greim,scornach
Nm_Nf	greim scóige	greim,scóig
Nm_Nf	grianghraf gnúise	grianghraf,gnúis
Nm_AB	gruth buí	gruth,buí
Nm_A	grá geal	grá,geal
Nm_na_Nf	grá na hailpe	grá,na,ailp
Nm_AB	grán buí	grán,buí
Nm_A	grán dubh	grán,dubh
Nm_Nm	grán iompair	grán,iompar
Nm_VA	grán rósta	grán,rósta
Nm_Nm	gríosóir cogaidh	gríosóir,cogadh
Nm_Nf	gríscín muiceola	gríscín,muiceoil
Nm_Nf	gríscín uaineola	gríscín,uaineoil
Nm_NSt	grúpa comhrá	grúpa,comhrá
Nm_A	grúpa eitneach	grúpa,eitneach
Nm_Nf	grúpa nuachta	grúpa,nuacht
Nm_AB	gunna athchaite	gunna,athchaite
Nm_VA	gunna giorraithe	gunna,giorraithe
Nm_A	gunna mór	gunna,mór
Nm_Nm	gunna pléascáin	gunna,pléascán
Nm_VA	gunna spréite	gunna,spréite
Nm_VNTIGen	guta cúnta	guta,cúnamh
Nm_A	guth cuachach	guth,cuachach
Nm_AB	gás nádúrtha	gás,nádúrtha
Nm_VA	gás sceite	gás,sceite
Nf_A	gé ghlas	gé,glas
Nm_VA	gúna pósta	gúna,pósta
Nm_Nm	haca oighir	haca,oighear
Nm_AB	hata ard	hata,ard
Nm_AB	hata bán	hata,bán
Nm_Nm	hata cogaidh	hata,cogadh
Adv:Pr_NmE	i bhfabhar	i,fabhar
Adv:Pr_NmE	i bhfad	i,fad
Adv:Pr_NmE	i bhfeac	i,feac
Adv:Pr_NmE	i bhfearas	i,fearas
Adv:Pr_NfE	i bhfeidhm	i,feidhm
Adv:Pr_NmE	i bhfolach	i,folach
Adv:Pr_NmE	i bhfostú	i,fostú
Adv:Pr_NfE	i bhfrithing	i,frithing
Adv:Pr_NmE	i bponc	i,ponc
Adv:Pr_NfE	i dtaisce	i,taisce
Adv:Pr_NfE	i dtalamh	i,talamh
Adv:Pr_NfE	i dteagmháil	i,teagmháil
Adv:Pr_NmE	i dteannta	i,teannta
Adv:Pr_NmE	i dteideal	i,teideal
Adv:Pr_NmE	i dtionól	i,tionól
Adv:Pr_NmE	i dtosach	i,tosach
Adv:Pr_NfE	i dtreo	i,treo
Adv:Pr_NmE	i dtuilleamaí	i,tuilleamaí
Adv:Pr_NmE	i dtámhnéal	i,támhnéal
Adv:Pr_NfE	i dtír	i,tír
Adv:Pr_NmE	i gceannas	i,ceannas
Adv:Pr_NmE	i gceart	i,ceart
Adv:Pr_NmE	i gceartlár	i,ceartlár
Adv:Pr_NfE	i gceist	i,ceist
Adv:Pr_NmE	i gcló	i,cló
Adv:Pr_NmE	i gcogadh	i,cogadh
Adv:Pr_NmE	i gcogar	i,cogar
Adv:Pr_NfE	i gcoitinne	i,coitinne
Adv:Pr_NfE	i gcomhréir	i,comhréir
Adv:Pr_NfE	i gcontúirt	i,contúirt
Adv:Pr_NmE	i gcruachás	i,cruachás
Adv:Pr_NmE	i gcumas	i,cumas
Adv:Pr_NfE	i gcóir	i,cóir
Adv:Pr_NmE	i gcónaí	i,cónaí
Adv:Pr_NmE	i leataobh	i,leataobh
Adv:Pr_NfE	i leith	i,leith
Adv:Pr_NfE	i láthair	i,láthair
Adv:Pr_NfE	i léig	i,léig
Adv:Pr_NmE	i mbaol	i,baol
Adv:Pr_NfE	i mbroid	i,broid
Adv:Pr_NmE_an_Nm	i mbéal an phobail	i,béal,an,pobal
Adv:Pr_NfE	i muinín	i,muinín
Adv:Pr_NmE	i ndáiríre	i,dáiríre
Adv:Pr_NmE	i ndán	i,dán
Adv:Pr_NmE_an_Nm	i ngalar an ghrá	i,galar,an,grá
Adv:Pr_NfE	i ngannchúis	i,gannchúis
Adv:Pr_NmE	i ngaobhar	i,gaobhar
Adv:Pr_NmE	i ngeall	i,geall
Adv:Pr_NfE	i nglas	i,glas
Adv:Pr_NmE	i ngnáthéadach	i,gnáthéadach
Adv:Pr_NmE	i ngreim	i,greim
Adv:Pr_NmE	i ngátar	i,gátar
Adv:Pr_NmE	i ngéibheann	i,géibheann
Adv:Pr_NfE	i réim	i,réim
Adv:Pr_NfE	i scríbhinn	i,scríbhinn
Adv:Pr_NfE	i sinc	i,sinc
Adv:Pr_NfE	i sáinn	i,sáinn
Nf_Nf	iall bróige	iall,bróg
Nm_A	iarann dearg	iarann,dearg
Nm_VA	iarann oibrithe	iarann,oibrithe
Nm_VNTIGen	iarann rásála	iarann,rásáil
Nm_Nm	iarann táilliúra	iarann,táilliúir
Nm_Pr_NfComL	iarnród faoi thalamh	iarnród,faoi,talamh
Nf_Pr_NmComL	iarracht ar dhúnmharú	iarracht,ar,dúnmharú
Nm_A	iasc blaoscach	iasc,blaoscach
Nm_Nf	iasc gréine	iasc,grian
Nm_AB	iasc órga	iasc,órga
Nm_A	iascaire coirneach	iascaire,coirneach
Nm_Nf	iascaire slaite	iascaire,slat
Nm_Pr_NmComL	imeacht gan chead	imeacht,gan,cead
Nm_na_Nf	imeall na spéire	imeall,na,spéir
Nf_Nf	imghabháil cánach	imghabháil,cáin
Nm_A	imoibriú slabhrúil	imoibriú,slabhrúil
Adv:Pr_Nm	in abar	i,abar
Adv:Pr_Nf	in aicearracht	i,aicearracht
Adv:Pr_Nm	in ainm	i,ainm
Adv:Pr_Nm	in ainriocht	i,ainriocht
Adv:Pr_Nf	in aisce	i,aisce
Adv:Pr_Nm	in am	i,am
Adv:Pr_Nm	in amhras	i,amhras
Adv:Pr_Nm	in anás	i,anás
Adv:Pr_Nm	in eagar	i,eagar
Adv:Pr_Nm	in easnamh	i,easnamh
Adv:Pr_Nf	in easpa	i,easpa
Adv:Pr_Nm	in ord	i,ord
Adv:Pr_Nm	in ordú	i,ordú
Adv:Pr_Nm	in uachtar	i,uachtar
Adv:Pr_Nm	in íochtar	i,íochtar
Adv:Pr_Nf	in úsáid	i,úsáid
Nm_A	inimirceach neamhdhleathach	inimirceach,neamhdhleathach
Nm_VA	inneall bainte	inneall,bainte
Nm_VA	inneall crochta	inneall,crochta
Nm_VNTIGen	inneall cuardaigh	inneall,cuardach
Nm_Nm	inneall dóiteáin	inneall,dóiteán
Nm_VA	inneall eangaithe	inneall,eangaithe
Nm_Nm	inneall faobhair	inneall,faobhar
Nm_VNTIGen	inneall fuála	inneall,fuáil
Nm_VA	inneall líofa	inneall,líofa
Nm_VA	inneall scuabtha	inneall,scuabtha
Nm_VA	inneall sníofa	inneall,sníofa
Nm_VNTIGen	inneall sóinseála	inneall,sóinseáil
Nm_Nf	inneall traenach	inneall,traein
Nm_Nm	inneall áirimh	inneall,áireamh
Nm_AB	inseamhnú saorga	inseamhnú,saorga
Nf_AB	intleacht shaorga	intleacht,saorga
Nm_A	iolar maol	iolar,maol
Nm_A	iolrach díreach	iolrach,díreach
Nm_A	iolrach inmheánach	iolrach,inmheánach
Nm_A	iomaire bán	iomaire,bán
Nm_Nm	iomaire cinn	iomaire,ceann
Nm_A	iomaitheoir anaithnid	iomaitheoir,anaithnid
Nm_Nf	iomas gréine	iomas,grian
Nm_Nf	iomlán gealaí	iomlán,gealach
Nm_Nf	iompar clainne	iompar,clann
Nm_AB	iompar poiblí	iompar,poiblí
Nm_A	iompróir gnách	iompróir,gnách
Nm_Pr_NfComL	iompú ar ais	iompú,ar,ais
Nm_Nm	iompú bisigh	iompú,biseach
Nm_Nf	iomrall aimsire	iomrall,aimsir
Nm_Nm	iomrall ceartais	iomrall,ceartas
Nm_Nf	iomrall céille	iomrall,ciall
Nm_Nf	ionad fóillíochta	ionad,fóillíocht
Nm_Nm	ionad imréitigh	ionad,imréiteach
Nm_VA	ionad léirithe	ionad,léirithe
Nm_NSt	ionad oibre	ionad,obair
Nm_Nm	ionad pobail	ionad,pobal
Nm_VNTIGen	ionad seiceála	ionad,seiceáil
Nm_Nf	ionad siopadóireachta	ionad,siopadóireacht
Nm_VNT	ionadaí rí	ionadaí,rí
Nf_A	ionadaíocht chionmhar	ionadaíocht,cionmhar
Nm_Nm	ionchas saoil	ionchas,saol
Nf_Nf	ionga gairleoige	ionga,gairleog
Nm_Nf	ionlach gréine	ionlach,grian
Nm_Nm	ionsaí gnéis	ionsaí,gnéas
Nm_Nf	iora talún	iora,talamh
Nm_Nf	iriseoir polaitíochta	iriseoir,polaitíocht
Nm_na_Nf	ithe na feola	ithe,na,feoil
Nm_Nf	iúr creige	iúr,creig
Nm_Nm	iúr sléibhe	iúr,sliabh
Nf_A	lacha Lochlannach	lacha,Lochlannach
Nf_Nf	lacha cluana	lacha,cluain
Nf_A	lacha mhásach	lacha,másach
Nm_VNTI	lag trá	lag,trá
Nm_Nm	lagar ocrais	lagar,ocras
Nm_Nf	lagar spride	lagar,sprid
Nm_Nf	lagar tráchtála	lagar,tráchtáil
Nm_Nm	lagú misnigh	lagú,misneach
Nm_Nf	laicear gruaige	laicear,gruaig
Nf_VNTI	laidhrín trá	laidhrín,trá
Nm_Nm	lampa deiridh	lampa,deireadh
Nm_A	lampa gealánach	lampa,gealánach
Nm_Nf	lampa sráide	lampa,sráid
Nm_A	lannach dearg	lannach,dearg
Nm_AB	lao biata	lao,biata
Nm_Nm	lapairín locha	lapairín,loch
Nf_NfL	lasair choille	lasair,coill
Nf_Nf	lasc fuipe	lasc,fuip
Nm_Nf	lasán céarach	lasán,céir
Adv:Pr_Nm	le broim	le,broim
Adv:Pr_Nf	le buile	le,buile
Adv:Pr_Nf	le báiní	le,báiní
Adv:Pr_NmL	le chéile	le,céile
Adv:Pr_Nf	le dea-mhéin	le,dea-mhéin
Adv:Pr_Nm	le deireanas	le,deireanas
Adv:Pr_Nm	le dua	le,dua
Adv:Pr_Nf	le déanaí	le,déanaí
Adv:Pr_Nf	le fána	le,fána
Adv:Pr_Nm	le scód	le,scód
Adv:Pr_Nf	le tine	le,tine
Nf_A	leaba dhearg	leaba,dearg
Nf_NfL	leaba thuí	leaba,tuí
Nm_Nm	leabhar Aifrinn	leabhar,Aifreann
Nm_Nf	leabhar cuairte	leabhar,cuairt
Nm_Nf	leabhar cócaireachta	leabhar,cócaireacht
Nm_VNTIGen	leabhar cúnta	leabhar,cúnamh
Nm_Nm	leabhar dathúcháin	leabhar,dathúchán
Nm_A	leabhar dubh	leabhar,dubh
Nm_Nf	leabhar gramadaí	leabhar,gramadach
Nm_Nm	leabhar gutháin	leabhar,guthán
Nm_Nf	leabhar léitheoireachta	leabhar,léitheoireacht
Nm_A	leabhar mór	leabhar,mór
Nm_VNTIGen	leabhar sceitseála	leabhar,sceitseáil
Nm_Nf	leabhar scoile	leabhar,scoil
Nm_VA	leabhar tagartha	leabhar,tagartha
Nm_VNTIGen	leabhar teagaisc	leabhar,teagasc
Nm_Nm	leabhar teileafóin	leabhar,teileafón
Nm_Nm	leabhrán eolais	leabhrán,eolas
