Nm_Nf	carbhán carraige	carbhán,carraig
Nm_Nf	carn dramhaíola	carn,dramhaíl
Nm_Nm	carnán bioráin	carnán,biorán
Nf_Nf	carr beirte	carr,beirt
Nm_A	carr cliathánach	carr,cliathánach
Nf_A	carra mhilis	carra,milis
Nm_Nf	carráiste beirte	carráiste,beirt
Nm_Nf	carráiste codlata	carráiste,codladh
Nm_A	cartús caoch	cartús,caoch
Nf_A	caróg dhubh	caróg,dubh
Adv:Pr_NfL	ar ais	ar,ais
Adv:Pr_NfE	i gcoinne	i,coinne
Adv:Pr_NmE	i leataobh	i,leataobh
Adv:Pr_NmE	i leataobh	i,leataobh
Nf_Nm	casóg dinnéir	casóg,dinnéar
Nf_A	casóg mhór	casóg,mór
Nf_A	casóg philéardhíonach	casóg,piléardhíonach
Nm_A	cat breac	cat,breac
Nm_A	cat fiáin	cat,fiáin
Nm_A	cat riabhach	cat,riabhach
Nf_A	cathaoir ard	cathaoir,ard
Nf_A	cathaoir bhog	cathaoir,bog
Nm_VA	cead diúltaithe	cead,diúltaithe
Nm_VA	cead radta	cead,radta
Adv:Pr_Nm	le biorán	le,biorán
Adv:Pr_Nm	le clampa	le,clampa
Adv:Pr_NfL	ar aghaidh	ar,aghaidh
Adv:Pr_NmL	ar cheann	ar,ceann
Nm_Nm	ceann báid	ceann,bád
Nm_Nm	ceann cait	ceann,cat
Nm_A	ceann caoch	ceann,caoch
Nm_Nm	ceann casúir	ceann,casúr
Nm_Nm	ceann cruacháin	ceann,cruachán
Nm_Nf	ceann crúibe	ceann,crúb
Nm_Nf	ceann deile	ceann,deil
Nm_Nm	ceann deiridh	ceann,deireadh
Nm_Nf	ceann feadhna	ceann,feadhain
Nm_Nm	ceann iompair	ceann,iompar
Nm_VA	ceann ionsaithe	ceann,ionsaithe
Nm_A	ceann litreach	ceann,litreach
Nm_Nm	ceann poist	ceann,post
Nm_Nf	ceann tíre	ceann,tír
Adv:Pr_NmL	ar shíntiús	ar,síntiús
Nm_A	ceannaí daor	ceannaí,daor
Adv:Pr_NfL	roimh ré	roimh,ré
Nf_Nf	ceapach fuinneoige	ceapach,fuinneog
Nf_A	cearc cheannann	cearc,ceannann
Nf_A	cearc cholgach	cearc,colgach
Nf_A	cearc gheal	cearc,geal
Nm_VA	ceart ainmnithe	ceart,ainmnithe
Nm_Nf	ceart tosaíochta	ceart,tosaíocht
Nf_Nm	ceathrú ciorcail	ceathrú,ciorcal
Nf_A	ceathrú dhubh	ceathrú,dubh
Nf_Nm	ceathrú dollair	ceathrú,dollar
Nf_A	ceathrú ghorm	ceathrú,gorm
Nm_A	ceirnín dlúth	ceirnín,dlúth
Nm_A	ceirnín singil	ceirnín,singil
Nf_Nm	ceithearn timpill	ceithearn,timpeall
Nm_Nm	ceol aireagail	ceol,aireagal
Nm_Nm	ceol aonair	ceol,aonar
Nm_A	ceol clasaiceach	ceol,clasaiceach
Nm_na_NmGenS	ceol na ndaoine	ceol,na,duine
Nm_Nf	ceol tíre	ceol,tír
Adv:Pr_Nf	le cloch	le,cloch
Adv:Pr_Nm	le tromán	le,tromán
Adv:Pr_Nf	gan teanga	gan,teanga
Adv:Pr_Nm	le dreoilín	le,dreoilín
Adv:Pr_Nm	le naomh	le,naomh
Adv:Pr_Nm	le broc	le,broc
Adv:Pr_Nm	le breac	le,breac
Adv:Pr_Nm	le sionnach	le,sionnach
Adv:Pr_Nm	le smóilín	le,smóilín
Nf_A	cearc cheannann	cearc,ceannann
Adv:Pr_Nm	le bairneach	le,bairneach
Adv:Pr_Nm	le bata	le,bata
Adv:Pr_Nm	le bodhrán	le,bodhrán
Adv:Pr_Nf	le cloch	le,cloch
Adv:Pr_Nf	le slis	le,slis
Adv:Pr_Nf	le sluasaid	le,sluasaid
Adv:Pr_Nm	le bogán	le,bogán
Adv:Pr_Nf	le glasóg	le,glasóg
Adv:Pr_Nf	le gloine	le,gloine
Adv:Pr_Nm	le táilliúir	le,táilliúir
Nm_Nf	coileach péacóige	coileach,péacóg
Adv:Pr_Nf	le carraig	le,carraig
Adv:Pr_Nf	le neamh	le,neamh
Adv:Pr_Nm	le buachalán	le,buachalán
Adv:Pr_Nm	le bainne	le,bainne
Adv:Pr_Nf	le braillín	le,braillín
Adv:Pr_Nf	le lítis	le,lítis
Adv:Pr_Nf	le taibhse	le,taibhse
Adv:Pr_Nf	le giofóg	le,giofóg
Adv:Pr_Nm	le coinlín	le,coinlín
Adv:Pr_Nm	le cú	le,cú
Adv:Pr_Nf	le gé	le,gé
Adv:Pr_Nf	le dris	le,dris
Adv:Pr_Nf	le cearc	le,cearc
Adv:Pr_Nm	le smután	le,smután
Adv:Pr_Nm	le cú	le,cú
Nf_Nf	carr cruite	carr,cruit
Adv:Pr_Nm	le gamhain	le,gamhain
Adv:Pr_Nm	le súgán	le,súgán
Nf_A	bodóg stailceach	bodóg,stailceach
Adv:Pr_Nf	le muc	le,muc
Adv:Pr_Nf	le miúil	le,miúil
Adv:Pr_Nm	le cloigín	le,cloigín
Adv:Pr_NmL	ar asal	ar,asal
Adv:Pr_NmL	ar phréachán	ar,préachán
Adv:Pr_Nf	le linn	le,linn
Adv:Pr_Nm	le sagart	le,sagart
Adv:Pr_Nf	le gráinneog	le,gráinneog
Adv:Pr_NfL	ar ghrideall	ar,grideall
Adv:Pr_Nm	le clár	le,clár
Adv:Pr_Nf	le leadhbóg	le,leadhbóg
Adv:Pr_Nf	le pancóg	le,pancóg
Nm_A	cat fiáin	cat,fiáin
Adv:Pr_Nf	le cloch	le,cloch
Adv:Pr_Nf	le gráinneog	le,gráinneog
Adv:Pr_Nf	le liathróid	le,liathróid
Nm_VA	scadán rósta	scadán,rósta
Adv:Pr_Nm	le sionnach	le,sionnach
Adv:Pr_Nm	le cat	le,cat
Nm_VA	scadán rósta	scadán,rósta
Adv:Pr_Nm	le cailín	le,cailín
Nm_Nm	bun crainn	bun,crann
Adv:Pr_Nf	le carraig	le,carraig
Nm_na_Nf	solas na gréine	solas,na,grian
Adv:Pr_Nf	le caor	le,caor
Adv:Pr_Nf	le fuil	le,fuil
Adv:Pr_Nf	le gráinneog	le,gráinneog
Adv:Pr_Nf	le bábóg	le,bábóg
Nm_na_Nf	bosca na faoistine	bosca,na,faoistin
Adv:Pr_Nm	le priocaire	le,priocaire
Adv:Pr_Nm	le bac	le,bac
Adv:Pr_Nm	le gual	le,gual
Adv:Pr_Nf	le pic	le,pic
Adv:Pr_Nm	le préachán	le,préachán
Adv:Pr_Nf	le sméar	le,sméar
Nf_Nm	tóin corcáin	tóin,corcán
Adv:Pr_Nm	le diamant	le,diamant
Adv:Pr_Nf	le muc	le,muc
Adv:Pr_Nm	le mustard	le,mustard
Adv:Pr_Nm	le buidéal	le,buidéal
Adv:Pr_Nf	le coinneal	le,coinneal
Adv:Pr_Nf	le feag	le,feag
Adv:Pr_Nf	le gáinne	le,gáinne
Adv:Pr_Nf	le riail	le,riail
Adv:Pr_Nm	le saighdiúir	le,saighdiúir
Adv:Pr_Nf	le slis	le,slis
Adv:Pr_Nm	le pictiúr	le,pictiúr
Adv:Pr_Nf	le slis	le,slis
Nm_A	Domhnach fliuch	Domhnach,fliuch
Adv:Pr_Nm	le féar	le,féar
Nm_na_Nf	gaineamh na trá	gaineamh,na,trá
Adv:Pr_Nf	le móin	le,móin
Adv:Pr_Nf	le sprémhóin	le,sprémhóin
Adv:Pr_Nm	le coinín	le,coinín
Adv:Pr_Nm	le Sasanach	le,Sasanach
Adv:Pr_Nm	le cat	le,cat
Adv:Pr_Nm	le sac	le,sac
Adv:Pr_Nm	le breac	le,breac
Adv:Pr_Nm	le fia	le,fia
Adv:Pr_Nm	le breac	le,breac
Adv:Pr_Nf	le driseog	le,driseog
Adv:Pr_Nm	le cú	le,cú
Adv:Pr_Nf	le cailc	le,cailc
Adv:Pr_Nm	le ceannbhán	le,ceannbhán
Adv:Pr_Nm	le criostal	le,criostal
Nm_na_Nf	cúr na toinne	cúr,na,tonn
Nm_VA	cúr sceite	cúr,sceite
Adv:Pr_Nf	le lítis	le,lítis
Adv:Pr_Nm	le criostal	le,criostal
Adv:Pr_Nm	le fíoruisce	le,fíoruisce
Adv:Pr_Nm	le rásúr	le,rásúr
Adv:Pr_Nm	le sagart	le,sagart
Adv:Pr_NmL	ó Dhia	ó,dia
Adv:Pr_Nm	le cuileann	le,cuileann
Adv:Pr_Nm	le féar	le,féar
Adv:Pr_Nm	le geamhar	le,geamhar
Adv:Pr_Nm	le spíonán	le,spíonán
Adv:Pr_Nm	le sionnach	le,sionnach
Adv:Pr_Nf	le sáile	le,sáile
Adv:Pr_Nm	le plúirín	le,plúirín
Adv:Pr_Nf	le muc	le,muc
Nf_AB	bó mhaol	bó,maol
Adv:Pr_Nf	le snáthaid	le,snáthaid
Adv:Pr_Nm	le gabhar	le,gabhar
Adv:Pr_Nf	le druid	le,druid
Adv:Pr_Nm	le féileacán	le,féileacán
Adv:Pr_Nf	le spideog	le,spideog
Nm_A	buachaill óg	buachaill,óg
Adv:Pr_Nm	le cat	le,cat
Adv:Pr_Nm	le taos	le,taos
Adv:Pr_Nm	le tor	le,tor
Adv:Pr_Nm	le druma	le,druma
Nm_A	sneachta dearg	sneachta,dearg
Adv:Pr_Nm	le cleite	le,cleite
Adv:Pr_Nm	le gealbhan	le,gealbhan
Adv:Pr_NfL	ar sceach	ar,sceach
Adv:Pr_Nm	le sop	le,sop
Adv:Pr_Nf	le cearc	le,cearc
Adv:Pr_Nm	le gealbhan	le,gealbhan
Adv:Pr_Nm	le meannán	le,meannán
Adv:Pr_Nm	le píobaire	le,píobaire
Nm_Nm	geamhar féir	geamhar,féar
Adv:Pr_Nm	le nóinín	le,nóinín
Adv:Pr_Nf	le cearc	le,cearc
Adv:Pr_NmE	i mbarrach	i,barrach
Adv:Pr_Nm	le piscín	le,piscín
Adv:Pr_Nm	le cú	le,cú
Adv:Pr_Nm	le broc	le,broc
Adv:Pr_Nf	le luch	le,luch
Adv:Pr_NfL	do bhos	do,bos
Nf_VA	gé bhearrtha	gé,bearrtha
Adv:Pr_Nf	le dreancaid	le,dreancaid
Adv:Pr_Nm	le cú	le,cú
Adv:Pr_Nm	le giorria	le,giorria
Adv:Pr_Nm	le capall	le,capall
Adv:Pr_Nm	le gearrán	le,gearrán
Adv:Pr_Nm	le tarbh	le,tarbh
Nm_Nf	mála píbe	mála,píb
Nm_na_Nf	gaineamh na trá	gaineamh,na,trá
Nm_Nm	frog fómhair	frog,fómhar
Adv:Pr_Nm	le pictiúr	le,pictiúr
Adv:Pr_Nm	le seilide	le,seilide
Adv:Pr_Nf	le cloch	le,cloch
Adv:Pr_Nf	le meadar	le,meadar
Adv:Pr_Nm	le tuairgnín	le,tuairgnín
Adv:Pr_Nm	le Crom	le,Crom
Adv:Pr_Nf	le caoireoil	le,caoireoil
Adv:Pr_Nm	le dódó	le,dódó
Nm_Nf	mata tairsí	mata,tairseach
Adv:Pr_Nm	le scadán	le,scadán
Nm_Nm	dreoilín teaspaigh	dreoilín,teaspach
Adv:Pr_Nf	le mil	le,mil
Adv:Pr_Nm	le cat	le,cat
Adv:Pr_Nf	le gloine	le,gloine
Adv:Pr_Nm	le plúr	le,plúr
Adv:Pr_Nf	le snaois	le,snaois
Adv:Pr_Nf	le muc	le,muc
Adv:Pr_Nf	le muc	le,muc
Adv:Pr_Nf	le bean	le,bean
Nm_Nm	coca féir	coca,féar
Adv:Pr_Nm	le teach	le,teach
Adv:Pr_NmE	i mbád	i,bád
Adv:Pr_Nf	le dris	le,dris
Adv:Pr_Nm	le sagart	le,sagart
Adv:Pr_Nm	le criathar	le,criathar
Adv:Pr_Nm	le gaiscíoch	le,gaiscíoch
Adv:Pr_Nm	le broc	le,broc
Adv:Pr_Nm	le mart	le,mart
Adv:Pr_Nf	le muc	le,muc
Adv:Pr_Nm	le rón	le,rón
Adv:Pr_Nf	le muc	le,muc
Adv:Pr_Nm	le gad	le,gad
Nm_Nf	bogha fidle	bogha,fidil
Adv:Pr_Nm	le diúc	le,diúc
Adv:Pr_Nf	le luch	le,luch
Nm_Nm	giota adhmaid	giota,adhmad
Adv:Pr_NmE	i stáca	i,stáca
Adv:Pr_Nf	le gloine	le,gloine
Nm_Nm	naprún búistéara	naprún,búistéir
Adv:Pr_Nm	le cat	le,cat
Adv:Pr_NfL	do léine	do,léine
Adv:Pr_Nm	le tórramh	le,tórramh
Adv:Pr_Nm	le breitheamh	le,breitheamh
Adv:Pr_Nm	le fia	le,fia
Adv:Pr_Nf	le cill	le,cill
Nm_Nf	liamhán gréine	liamhán,grian
Nm_A	bolg lán	bolg,lán
Adv:Pr_Nm	le diúc	le,diúc
Adv:Pr_Nm	le píobaire	le,píobaire
Adv:Pr_Nf	le carraig	le,carraig
Adv:Pr_Nf	le cloch	le,cloch
Nm_Nm	comhairleoir dlí	comhairleoir,dlí
Nm_Nm	crann céadair	crann,céadar
Nf_Nf	téad fidle	téad,fidil
Adv:Pr_Nm	le cú	le,cú
Adv:Pr_Nf	le neascóid	le,neascóid
Adv:Pr_Nf	le cnámh	le,cnámh
Nf_Nm	coirt crainn	coirt,crann
Adv:Pr_Nm	le fadharcán	le,fadharcán
Adv:Pr_Nm	le fásach	le,fásach
Adv:Pr_Nm	le plúr	le,plúr
Adv:Pr_Nm	le púdar	le,púdar
Adv:Pr_Nf	le snaois	le,snaois
Adv:Pr_Nm	le sponc	le,sponc
Adv:Pr_Nm	le spríos	le,spríos
Adv:Pr_Nm	le clár	le,clár
Nm_na_Nf	gaineamh na trá	gaineamh,na,trá
Adv:Pr_Nf	le cloch	le,cloch
Nm_Nm	bille bainc	bille,banc
Adv:Pr_Nf	le sprémhóin	le,sprémhóin
Nm_Nf	féar aille	féar,aill
Nf_VA	ciall cheannaithe	ciall,ceannaithe
Nm_Nm	ciarsúr páipéir	ciarsúr,páipéar
Nf_A	ciaróg dhubh	ciaróg,dubh
Adv:Pr_Nm	ar bith	ar,bith
Nm_Nf	bith cé	bith,cé
Nf_Nm	cic pionóis	cic,pionós
Nm_Nm	cigire poill	cigire,poll
Nm_Nf	cigire tóna	cigire,tóin
Nm_Nm	ciontóir promhaidh	ciontóir,promhadh
Nm_A	ciorcal lochtach	ciorcal,lochtach
Nm_Nm	cipín aráin	cipín,arán
Nm_A	circín starraiceach	circín,starraiceach
Nf_A	cirte pholaitiúil	cirte,polaitiúil
Nm_Nm	ciseal ózóin	ciseal,ózón
Nm_Nm	ciseán aráin	ciseán,arán
Nm_Nm	ciúb oighir	ciúb,oighear
Nf_Nf	clann clainne	clann,clann
Nm_Nf	claon adhairte	claon,adhairt
Nm_Nf	claí teorann	claí,teorainn
Nm_A	claíomh mór	claíomh,mór
Nm_Nf	cleachtadh cuarda	cleachtadh,cuaird
Nm_na_Nf	cleas na péiste	cleas,na,péist
Nm_Nf	cleas poiblíochta	cleas,poiblíocht
Nm_A	cleas suarach	cleas,suarach
Nm_A	cleasaí cluanach	cleasaí,cluanach
Nm_Nf	cleite éigrite	cleite,éigrit
Nm_Nm	cliabhán cinn	cliabhán,ceann
Nm_Nf	clibín gruaige	clibín,gruaig
Nm_A	cliseadh néarógach	cliseadh,néarógach
Adv:Pr_NmL	do phaidrín	do,paidrín
Nf_A	cloch lómhar	cloch,lómhar
Nm_A	clogad mosach	clogad,mosach
Adv:Pr_NmL	ar scriú	ar,scriú
Nm_A	cloigeann ramhar	cloigeann,ramhar
Nm_Nm	cloigín dorais	cloigín,doras
Nm_A	cloigín gorm	cloigín,gorm
Nm_Nm	cluaisín cait	cluaisín,cat
Nf_A	cluas chaoin	cluas,caoin
Nm_Nm	cluiche aonair	cluiche,aonar
Nm_Nf	cluiche beirte	cluiche,beirt
Nm_Nm	cluiche boird	cluiche,bord
Nm_VA	cluiche caointe	cluiche,caointe
Nm_A	cluiche ceannais	cluiche,ceannais
Nm_Nm	cluiche ceathrair	cluiche,ceathrar
Nm_Nm	cluiche comórtais	cluiche,comórtas
Nm_A	cluiche corr	cluiche,corr
Nm_VA	cluiche cáilithe	cluiche,cáilithe
Nm_A	cluiche saor	cluiche,saor
Nm_A	clár aibítreach	clár,aibítreach
Nm_Nf	clár baithise	clár,baithis
Nm_Nm	clár boinn	clár,bonn
Nm_Nm	clár cinn	clár,ceann
Nm_VA	clár comhardaithe	clár,comhardaithe
Nm_Nm	clár deiridh	clár,deireadh
Nm_A	clár dubh	clár,dubh
Nm_Nf	clár faisnéise	clár,faisnéis
Nm_Nf	clár fichille	clár,ficheall
Nm_Nm	clár focail	clár,focal
Nm_Nm	clár imill	clár,imeall
Nm_na_Nf	clár na fírinne	clár,na,fírinne
Nm_na_NmGenW	clár na mionn	clár,na,mionn
Nm_Nm	clár taois	clár,taos
Nm_Nf	clár toinne	clár,tonn
Nm_Nf	clár tumadóireachta	clár,tumadóireacht
Nm_Nf	clár tíreolaíochta	clár,tíreolaíocht
Nm_Nm	clár ábhair	clár,ábhar
Nm_Nm	clár éadain	clár,éadan
Nm_Nf	clásal breise	clásal,breis
Nm_A	cló gaelach	cló,gaelach
Nm_A	cló iodálach	cló,iodálach
Nm_A	cló trom	cló,trom
Nm_Nf	clós feirme	clós,feirm
Nm_A	clúdach bog	clúdach,bog
Nm_A	clúdach litreach	clúdach,litreach
Nm_Nm	clúdach piliúir	clúdach,piliúr
Nm_Nm	clúdach páipéir	clúdach,páipéar
Adv:Pr_Nm	le canbhás	le,canbhás
Adv:Pr_Nm	le ceo	le,ceo
Nm_A	clúmh liath	clúmh,liath
Nm_VA	cnaipe scriosta	cnaipe,scriosta
Nm_A	cnapán dubh	cnapán,dubh
Nm_Nm	cnoc oighir	cnoc,oighear
Nf_Nm	cnámh droma	cnámh,droim
Nf_A	cnámh radúil	cnámh,radúil
Nm_A	cnó Brasaíleach	cnó,Brasaíleach
Nm_Nm	cnó capaill	cnó,capall
Nm_Nf	cnó darach	cnó,dair
Nm_A	cnó gaelach	cnó,gaelach
Nm_Nf	cnó talún	cnó,talamh
Nm_A	cnúdán glas	cnúdán,glas
Adv:Pr_NmL	le chéile	le,céile
Nm_Nf	cochall pise	cochall,pis
Nm_A	cocán dearg	cocán,dearg
Nm_A	cogadh adamhach	cogadh,adamhach
Nm_A	cogadh aicmeach	cogadh,aicmeach
Nm_A	cogadh dearg	cogadh,dearg
Nm_A	cogadh eacnamaíoch	cogadh,eacnamaíoch
Nm_na_NmGenS	cogadh na sifíní	cogadh,na,sifín
Nf_AB	coibhneasacht ghinearálta	coibhneasacht,ginearálta
Nm_A	coileach ceannann	coileach,ceannann
Nm_Nf	coileach coille	coileach,coill
Nm_A	coileach dubh	coileach,dubh
Nm_Nm	coileach fraoigh	coileach,fraoch
Nm_Nf	coileach péacóige	coileach,péacóg
Nm_A	coileach óg	coileach,óg
Nm_na_Nf	coimhdire na cuaiche	coimhdire,na,cuach
Nm_VA	coimisiún caomhnaithe	coimisiún,caomhnaithe
Adv:Pr_Nf	ar bogarnach	ar,bogarnach
Adv:Pr_Nm	ar bun	ar,bun
Adv:Pr_NmL	faoi rún	faoi,rún
Adv:Pr_NmL	faoi smacht	faoi,smacht
Adv:Pr_NfE	i gcuimhne	i,cuimhne
Nm_A	coinnleoir craobhach	coinnleoir,craobhach
Nm_A	coirce gorm	coirce,gorm
Nm_Nm	coire guairneáin	coire,guairneán
Adv:Pr_NmL	gan chuireadh	gan,cuireadh
Adv:Pr_Nf	cois farraige	cois,farraige
Nf_A	coiscéim uaibhreach	coiscéim,uaibhreach
Nm_Nm	coiste feidhmiúcháin	coiste,feidhmiúchán
Nm_A	coisí neamh-aireach	coisí,neamh-aireach
Nm_Nm	col ceathrair	col,ceathrar
Nm_Nm	col cúigir	col,cúigear
Nm_Nm	col ochtair	col,ochtar
Nf_Nm	colainn báid	colainn,bád
Nm_Nf	colm aille	colm,aill
Nm_Nf	colpa coise	colpa,cos
Nm_na_NmGenW	colún na marbh	colún,na,marbh
Nm_Nf	colúr frithinge	colúr,frithing
Nm_Nf	colúr teachtaireachta	colúr,teachtaireacht
Nf_Nm	comhairle baile	comhairle,baile
Nm_na_Nf	comhartha na croise	comhartha,na,cros
Nm_Nm	comhrac aonair	comhrac,aonar
Nm_Nm	comhraiceoir aonair	comhraiceoir,aonar
Nm_Nm	comhrá béil	comhrá,béal
Nm_A	comhtharlú glan	comhtharlú,glan
Nm_A	comhéadan grafach	comhéadan,grafach
Nm_Nm	compar cinn	compar,ceann
Nm_VA	comórtas litrithe	comórtas,litrithe
Adv:Pr_NmL	faoi shéala	faoi,séala
Nm_A	consan análach	consan,análach
Nm_A	consan carballach	consan,carballach
Nm_A	consan glórach	consan,glórach
Nm_A	consan liopach	consan,liopach
Nm_A	consan neamhghlórach	consan,neamhghlórach
Nm_VA	consan rollta	consan,rollta
Nm_Nm	cor bealaigh	cor,bealach
Nm_A	cor cinniúnach	cor,cinniúnach
Nm_Nf	cor coise	cor,cos
Adv:Pr_NfL	faoi ionga	faoi,ionga
Nm_Nf	corcrán coille	corcrán,coill
Nm_VA	corcán leáite	corcán,leáite
Nm_Nm	cornán caisil	cornán,caiseal
Nm_Nf	corp eaglaise	corp,eaglais
Nf_A	corr ghlas	corr,glas
Nf_A	corr ghobach	corr,gobach
Nf_A	corr leitheadach	corr,leitheadach
Nm_A	corrán dearg	corrán,dearg
Nm_Nf	corrán féasóige	corrán,féasóg
Adv:Pr_Nm	ar bolg	ar,bolg
Adv:Pr_NmE	i dtaca	i,taca
Adv:Pr_NfE	i mbos	i,bos
Nm_Nm	cosc beireatais	cosc,beireatas
Nm_Nf	coscán práinne	coscán,práinn
Nm_VA	costas cothaithe	costas,cothaithe
Nm_Nm	costas iompair	costas,iompar
Nm_VA	costas riartha	costas,riartha
Nm_A	cosán dearg	cosán,dearg
Nm_na_Nf	cothrom na Féinne	cothrom,na,Fiann
Nm_Nf	cothú intleachta	cothú,intleacht
Nm_A	cotún bán	cotún,bán
Nf_AB	craein shoghluaiste	craein,soghluaiste
Nm_Nm	craiceann béir	craiceann,béar
Nm_Nm	craiceann caocháin	craiceann,caochán
Nm_Nf	crandaí bogadaí	crandaí,bogadach
Nm_Nf	crann aibreoige	crann,aibreog
Nm_Nf	crann ailme	crann,ailm
Nm_Nf	crann almóinne	crann,almóinn
Nm_VA	crann ardaithe	crann,ardaithe
Nm_Nf	crann beithe	crann,beith
Nm_Nf	crann brataí	crann,bratach
Nm_A	crann bán	crann,bán
Nm_Nm	crann cainéil	crann,cainéal
Nm_Nm	crann caorthainn	crann,caorthann
Nm_Nm	crann cinn	crann,ceann
Nm_Nm	crann clis	crann,cleas
Nm_VA	crann cosanta	crann,cosanta
Nm_A	crann creathach	crann,creathach
Nm_Nf	crann cufróige	crann,cufróg
Nm_Nf	crann darach	crann,dair
Nm_Nm	crann fearna	crann,fearn
Nm_Nf	crann fuinseoige	crann,fuinseog
Nm_VA	crann fuinte	crann,fuinte
Nm_Nf	crann giúise	crann,giúis
Nm_Nm	crann iúir	crann,iúr
Nm_na_Nf	crann na croiche	crann,na,croch
Nm_Nf	crann pailme	crann,pailm
Nm_Nm	crann plantáin	crann,plantán
Nm_Nf	crann poibleoige	crann,poibleog
Nm_Nf	crann pomagránaite	crann,pomagránait
Nm_Nf	crann péine	crann,pian
Nm_Nf	crann péitseoige	crann,péitseog
Nm_VA	crann stiúrtha	crann,stiúrtha
Nm_A	crann síorghlas	crann,síorghlas
Nm_Nm	crann tabhaill	crann,tabhall
Nm_Nm	crann teallaigh	crann,teallach
Nm_Nm	crann troim	crann,trom
Nm_Nm	crann éabainn	crann,éabann
Nm_Nm	crann úpais	crann,úpas
Nf_VA	craobh chosanta	craobh,cosanta
Nf_VA	craobh shleachta	craobh,sleachta
Nf_Nm	craobh troim	craobh,trom
Nm_A	creabhar caoch	creabhar,caoch
Nm_Nm	criogar féir	criogar,féar
Nm_Nf	crios geanmnaíochta	crios,geanmnaíocht
Nm_Nf	crios gualainne	crios,gualainn
Nm_Nm	crios iompair	crios,iompar
Nm_A	crios leaisteach	crios,leaisteach
Nm_A	crios maolánach	crios,maolánach
Nm_na_Nf	crios na cruinne	crios,na,cruinne
Nm_Nm	crios oifigigh	crios,oifigeach
Nm_Nm	crios ózóin	crios,ózón
Nm_Nf	crith talún	crith,talamh
Nm_Nm	crobh préacháin	crobh,préachán
Nm_Nm	croiteoir féir	croiteoir,féar
Nm_Nm	crotach eanaigh	crotach,eanach
Nm_Nf	crotal coille	crotal,coill
Nf_A	crothóg dhubh	crothóg,dubh
Nm_Nm	croí blátha	croí,bláth
Nf_AB	cruach dhosmálta	cruach,dosmálta
Adv:Pr_NmL	le chéile	le,céile
Adv:Pr_NfL	gan chéis	gan,céis
Nf_A	cráin chraosach	cráin,craosach
